X,Y
5.02654824574367,-0.951056516295154
5.08938009881546,-0.929776485888252
5.15221195188726,-0.904827052466021
5.21504380495905,-0.876306680043865
5.27787565803085,-0.844327925502017
5.34070751110265,-0.80901699437495
5.40353936417444,-0.770513242775792
5.46637121724624,-0.728968627421415
5.52920307031803,-0.684547105928692
5.59203492338983,-0.637423989748694
5.65486677646162,-0.587785252292478
5.71769862953342,-0.535826794979002
5.78053048260521,-0.481753674101721
5.84336233567701,-0.425779291565079
5.9061941887488,-0.368124552684684
5.9690260418206,-0.309016994374954
6.0318578948924,-0.248689887164862
6.09468974796419,-0.187381314585733
6.15752160103599,-0.125333233564313
6.22035345410778,-0.062790519529322
