X,Y
2.51327412287184,0.587785252292472
2.57610597594363,0.535826794978995
2.63893782901543,0.481753674101714
2.70176968208722,0.425779291565071
2.76460153515902,0.368124552684676
2.82743338823082,0.309016994374945
2.89026524130261,0.248689887164853
2.95309709437441,0.187381314585722
3.0159289474462,0.125333233564302
3.078760800518,0.062790519529311
3.1415926535898,-2.54207057918564E-15
3.20442450666159,-0.062790519529316
3.26725635973339,-0.125333233564307
3.33008821280518,-0.187381314585727
3.39292006587698,-0.248689887164858
3.45575191894878,-0.30901699437495
3.51858377202057,-0.368124552684681
3.58141562509237,-0.425779291565075
3.64424747816416,-0.481753674101718
3.70707933123596,-0.535826794978999
