X,Y
0,0
0.062831853071796,0.062790519529313
0.125663706143592,0.125333233564304
0.188495559215388,0.187381314585725
0.251327412287183,0.248689887164855
0.314159265358979,0.309016994374947
0.376991118430775,0.368124552684678
0.439822971502571,0.425779291565073
0.502654824574367,0.481753674101715
0.565486677646163,0.535826794978997
0.628318530717958,0.587785252292473
0.691150383789754,0.63742398974869
0.75398223686155,0.684547105928688
0.816814089933346,0.728968627421411
0.879645943005142,0.770513242775789
0.942477796076938,0.809016994374947
1.00530964914873,0.844327925502015
1.06814150222053,0.876306680043864
1.13097335529233,0.90482705246602
1.19380520836412,0.929776485888251
