X,Y
0,0
0.062831853071796,0.062790519529313
0.125663706143592,0.125333233564304
0.188495559215388,0.187381314585725
0.251327412287183,0.248689887164855
0.314159265358979,0.309016994374947
0.376991118430775,0.368124552684678
0.439822971502571,0.425779291565073
0.502654824574367,0.481753674101715
0.565486677646163,0.535826794978997
0.628318530717958,0.587785252292473
0.691150383789754,0.63742398974869
0.75398223686155,0.684547105928688
0.816814089933346,0.728968627421411
0.879645943005142,0.770513242775789
0.942477796076938,0.809016994374947
1.00530964914873,0.844327925502015
1.06814150222053,0.876306680043864
1.13097335529233,0.90482705246602
1.19380520836412,0.929776485888251
X,Y
1.25663706143592,0.951056516295154
1.31946891450771,0.968583161128631
1.38230076757951,0.982287250728689
1.44513262065131,0.992114701314478
1.5079644737231,0.998026728428271
1.5707963267949,1
1.63362817986669,0.998026728428271
1.69646003293849,0.992114701314478
1.75929188601029,0.982287250728689
1.82212373908208,0.968583161128631
1.88495559215388,0.951056516295153
1.94778744522567,0.929776485888251
2.01061929829747,0.904827052466019
2.07345115136926,0.876306680043863
2.13628300444106,0.844327925502014
2.19911485751286,0.809016994374947
2.26194671058465,0.770513242775788
2.32477856365645,0.728968627421411
2.38761041672824,0.684547105928688
2.45044226980004,0.637423989748689
X,Y
2.51327412287184,0.587785252292472
2.57610597594363,0.535826794978995
2.63893782901543,0.481753674101714
2.70176968208722,0.425779291565071
2.76460153515902,0.368124552684676
2.82743338823082,0.309016994374945
2.89026524130261,0.248689887164853
2.95309709437441,0.187381314585722
3.0159289474462,0.125333233564302
3.078760800518,0.062790519529311
3.1415926535898,-2.54207057918564E-15
3.20442450666159,-0.062790519529316
3.26725635973339,-0.125333233564307
3.33008821280518,-0.187381314585727
3.39292006587698,-0.248689887164858
3.45575191894878,-0.30901699437495
3.51858377202057,-0.368124552684681
3.58141562509237,-0.425779291565075
3.64424747816416,-0.481753674101718
3.70707933123596,-0.535826794978999
X,Y
3.76991118430776,-0.587785252292476
3.83274303737955,-0.637423989748692
3.89557489045135,-0.684547105928691
3.95840674352314,-0.728968627421414
4.02123859659494,-0.770513242775792
4.08407044966673,-0.809016994374949
4.14690230273853,-0.844327925502017
4.20973415581033,-0.876306680043865
4.27256600888212,-0.90482705246602
4.33539786195392,-0.929776485888252
4.39822971502571,-0.951056516295154
4.46106156809751,-0.968583161128631
4.5238934211693,-0.982287250728689
4.5867252742411,-0.992114701314478
4.64955712731289,-0.998026728428271
4.71238898038469,-1
4.77522083345649,-0.998026728428271
4.83805268652828,-0.992114701314478
4.90088453960008,-0.982287250728689
4.96371639267187,-0.968583161128631
X,Y
5.02654824574367,-0.951056516295154
5.08938009881546,-0.929776485888252
5.15221195188726,-0.904827052466021
5.21504380495905,-0.876306680043865
5.27787565803085,-0.844327925502017
5.34070751110265,-0.80901699437495
5.40353936417444,-0.770513242775792
5.46637121724624,-0.728968627421415
5.52920307031803,-0.684547105928692
5.59203492338983,-0.637423989748694
5.65486677646162,-0.587785252292478
5.71769862953342,-0.535826794979002
5.78053048260521,-0.481753674101721
5.84336233567701,-0.425779291565079
5.9061941887488,-0.368124552684684
5.9690260418206,-0.309016994374954
6.0318578948924,-0.248689887164862
6.09468974796419,-0.187381314585733
6.15752160103599,-0.125333233564313
6.22035345410778,-0.062790519529322
