X,Y
3.76991118430776,-0.587785252292476
3.83274303737955,-0.637423989748692
3.89557489045135,-0.684547105928691
3.95840674352314,-0.728968627421414
4.02123859659494,-0.770513242775792
4.08407044966673,-0.809016994374949
4.14690230273853,-0.844327925502017
4.20973415581033,-0.876306680043865
4.27256600888212,-0.90482705246602
4.33539786195392,-0.929776485888252
4.39822971502571,-0.951056516295154
4.46106156809751,-0.968583161128631
4.5238934211693,-0.982287250728689
4.5867252742411,-0.992114701314478
4.64955712731289,-0.998026728428271
4.71238898038469,-1
4.77522083345649,-0.998026728428271
4.83805268652828,-0.992114701314478
4.90088453960008,-0.982287250728689
4.96371639267187,-0.968583161128631
